Title,ID,"Publication Type","Publication Type ID","This character","This character ID",Entity,"Entity ID",Technology,"Technology ID",Verb,"Verb ID"
"Half-Life 2 (City drone briefly blinding protagonist)",3115,Game,20003,,,Government,2000333,,,Oppressing,2000539
"Heavy Rain (ARI evidence detecting system)",3110,Game,20003,"Norman Jayden",3111,,,,,"Investigating, Sorting, Playing, Ruminating, Craving, Weakened, Killed","2000366, 20001732, 2000624, 20002048, 20002049, 20001840, 2000346"
"Heavy Rain (ARI evidence detecting system)",3110,Game,20003,,,,,"Augmented reality, Virtual reality","200074, 2000147","Played, Craved, Decorating, Weakening, Killing","20001254, 20002050, 2000448, 20002051, 2000344"
"Remember Me (Hacking visual memories)",3108,Game,20003,Nilin,621,,,,,"Hacking, Reconfiguring, Stealing","2000409, 20001816, 2000569"
"Remember Me (Hacking visual memories)",3108,Game,20003,,,,,"Virtual reality",2000147,"Reconstructing, Reconfigured","20001285, 20002047"
"Cyberpunk 2077 (Silverhand's hologram)",3106,Game,20003,"Johnny Silverhand",3107,,,,,"Projected, Communicating, Invading","20001451, 2000514, 20001471"
"Cyberpunk 2077 (Silverhand's hologram)",3106,Game,20003,,,,,"AI (General Purpose Artificial Intelligence), Holograms","2000152, 20001339","Projecting, Communicating, Invading","2000761, 2000514, 20001471"
"Cyberpunk 2077 (Silverhand's hologram)",3106,Game,20003,V,2473,,,,,"Communicating, Invaded","2000514, 2000638"
"Cyberpunk 2077 (Inside the DeepNet)",3104,Game,20003,,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Excluded, Communicating","20001053, 2000514"
"Cyberpunk 2077 (Inside the DeepNet)",3104,Game,20003,"Alt Cunningham",3105,,,,,"Excluded, Communicating, Manifested","20001053, 2000514, 20001026"
"Cyberpunk 2077 (Inside the DeepNet)",3104,Game,20003,V,2473,,,,,"Experiencing, Simulated, Searching, Communicating","20001102, 20001542, 2000615, 2000514"
"Cyberpunk 2077 (Inside the DeepNet)",3104,Game,20003,,,,,"Virtual reality",2000147,"Simulating, Experienced","2000798, 20002045"
"Cyberpunk 2077 (Inside the DeepNet)",3104,Game,20003,,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Guarding, Excluding","2000570, 20002046"
"Syndicate (Battle simulation area)",3103,Game,20003,,,,,"Virtual reality",2000147,"Simulating, Guiding","2000798, 2000442"
"Syndicate (Battle simulation area)",3103,Game,20003,"Miles Kilo",3101,,,,,"Practicing, Guided, Hacking, Killing","20001878, 20001127, 2000409, 2000344"
"Syndicate (DART-6 chip AR overlay)",3102,Game,20003,"Miles Kilo",3101,,,,,"Hacking, Killing, Informed, Persuading","2000409, 2000344, 20001359, 20001843"
"Syndicate (DART-6 chip AR overlay)",3102,Game,20003,,,,,"Augmented reality, Non-Visible Spectrum, Optical/ocular implant","200074, 2000207, 2000127","Informing, Highlighting, Revealing, Classifying","2000456, 2000697, 2000368, 2000759"
"Syndicate (DART-6 chip AR overlay)",3102,Game,20003,,,Object,2000962,,,Classified,20001293
"Grand Theft Auto V (Identification camera in helicopter)",3097,Game,20003,"Trevor Philips",3099,,,,,"Searching, Commanding, Scanning, Chasing","2000615, 20001210, 2000377, 2000616"
"Grand Theft Auto V (Identification camera in helicopter)",3097,Game,20003,,,,,"Non-Visible Spectrum",2000207,Revealing,2000368
"Grand Theft Auto V (Identification camera in helicopter)",3097,Game,20003,,,,,"Body scans",200090,"Identifying, Scanning","2000354, 2000377"
"Grand Theft Auto V (Identification camera in helicopter)",3097,Game,20003,"Franklin Clinton",3098,,,,,"Chasing, Confronting, Commanded","2000616, 2000650, 20001211"
"Grand Theft Auto V (Identification camera in helicopter)",3097,Game,20003,"Chad Mulligan",3100,,,,,"Chased, Confronted, Revealed, Scanned, Hiding","2000801, 20001357, 2000705, 2000658, 2000397"
"Get Even (Remembering the past with VR headset)",3095,Game,20003,"Cole Black",3094,,,,,"Incapacitated, Trapped, Remembering, Deceived, Observed, Exploring","20002043, 2000738, 20001246, 2000824, 20001034, 2000580"
"Get Even (Remembering the past with VR headset)",3095,Game,20003,,,,,"Virtual reality",2000147,"Remembering, Generating","20001246, 2000666"
"Get Even (Remembering the past with VR headset)",3095,Game,20003,"Robert ""Red"" Ramsey",3096,,,,,"Deceiving, Guiding, Investigating, Observing","2000481, 2000442, 2000366, 20001032"
"Get Even (Phone for extended vision and analysis)",3093,Game,20003,"Cole Black",3094,,,,,"Exploring, Informed, Investigating","2000580, 20001359, 2000366"
"Get Even (Phone for extended vision and analysis)",3093,Game,20003,,,,,"Biometrics, Cameraphone, Non-Visible Spectrum","20009, 2000154, 2000207","Identifying, Scanning, Analysing, Informing","2000354, 2000377, 2000364, 2000449"
"Gruppebilde Bergen 2020 (assembling a dataset to generate portraits)",3092,"Art, Photograph/print/painting","20002, 2000157",,,Creator,2000334,,,"Collecting, Categorising, Curating, Choosing, Photographing","2000728, 2000969, 2000760, 20001011, 20001058"
"Gruppebilde Bergen 2020 (assembling a dataset to generate portraits)",3092,"Art, Photograph/print/painting","20002, 2000157",,,,,"Machine learning",200012,"Generating, Trained","2000666, 20001391"
"Gruppebilde Bergen 2020 (assembling a dataset to generate portraits)",3092,"Art, Photograph/print/painting","20002, 2000157",,,Image,2000335,,,"Generated, Curated, Representing, Classified","2000894, 20002042, 20001333, 20001293"
"Gruppebilde Bergen 2020 (assembling a dataset to generate portraits)",3092,"Art, Photograph/print/painting","20002, 2000157",,,"Humans in general",2000356,,,"Classifying, Posing, Photographed, consenting","2000759, 2000708, 2000819, 20001629"
"Dirty Computer (Classified Dirty)",3089,"Narrative, Music video","20001, 2000316",,,,,"Augmented reality",200074,"Analysing, Classifying, Alerting","2000364, 2000759, 2000943"
"Dirty Computer (Classified Dirty)",3089,"Narrative, Music video","20001, 2000316",,,"Humans in general",2000356,,,"Classified, Monitored, Oppressed","20001293, 2000685, 2000540"
"Dirty Computer (Classified Dirty)",3089,"Narrative, Music video","20001, 2000316",,,Government,2000333,,,"Oppressing, Monitoring","2000539, 2000524"
"Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Narrative, Movie","20001, 2000130","Huangyan (Yellow Eye)",3086,,,,,"Scanning, Looking, Searching","2000377, 2000435, 2000615"
"Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Narrative, Movie","20001, 2000130","Huangyan (Yellow Eye)",3086,,,,,"Destroying, Erasing","2000619, 2000995"
"Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Narrative, Movie","20001, 2000130",,,,,"Surveillance cameras",200080,"Recording, Destroyed","2000403, 20001143"
"Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Narrative, Movie","20001, 2000130",,,,,"Non-Visible Spectrum",2000207,"Revealing, Scanning","2000368, 2000377"
"Revolt (Viewer is unable to revolt)",3083,"Narrative, Music video","20001, 2000316",,,User,2000381,,,"Disempowered, Killing, Controlled","20002040, 2000344, 2000543"
"Revolt (Viewer is unable to revolt)",3083,"Narrative, Music video","20001, 2000316",,,Military,20001175,,,"Killing, Classifying","2000344, 2000759"
"Revolt (Viewer is unable to revolt)",3083,"Narrative, Music video","20001, 2000316",,,"Humans in general",2000356,,,"Fighting, Killed, Destroying, Targeted, Classified","2000386, 2000346, 2000619, 20001204, 20001293"
"Revolt (Viewer is unable to revolt)",3083,"Narrative, Music video","20001, 2000316",,,,,"Drones (UAV)",200079,Killing,2000344
"Revolt (Viewer is unable to revolt)",3083,"Narrative, Music video","20001, 2000316",,,,,"Facial recognition",20007,"Classifying, Targeting, Identifying","2000759, 2000617, 2000354"
"VOIGHT-KAMPFF (eye movements analysed)",3080,"Art, Installation art","20002, 2000138",,,"Humans in general",2000356,,,"Classified, Analysed, Measured, Tested","20001293, 2000880, 20001079, 20001209"
"VOIGHT-KAMPFF (eye movements analysed)",3080,"Art, Installation art","20002, 2000138",,,,,"Emotion recognition",200091,"Classifying, Interrogating, Testing","2000759, 2000918, 2000579"
"Neuromancer (Manipulative holograms)",3078,"Narrative, Novel","20001, 2000133",,,,,Holograms,20001339,"Threatening, Simulating, Copying, Distracting","2000618, 2000798, 2000700, 20001565"
"Neuromancer (Manipulative holograms)",3078,"Narrative, Novel","20001, 2000133","Peter Riviera",3079,,,,,"Threatening, Simulating, Manipulating, Distracting, Killing","2000618, 2000798, 2000486, 20001565, 2000344"
"Neuromancer (Manipulative holograms)",3078,"Narrative, Novel","20001, 2000133",,,"Humans in general",2000356,,,Killed,2000346
"Neuromancer (Manipulative holograms)",3078,"Narrative, Novel","20001, 2000133",,,,,Holograms,20001339,"Decorating, Threatening","2000448, 2000618"
"Neuromancer (Manipulative holograms)",3078,"Narrative, Novel","20001, 2000133","Molly Millions",1428,,,,,"Threatened, Ignoring, Copied","20001131, 20001280, 2000702"
"Mass Effect: Andromeda (Alien mimics hologram of human)",3077,Game,20003,,,,,Holograms,20001339,"Replaying, Mimicked","20001212, 20001853"
"Mass Effect: Andromeda (Alien mimics hologram of human)",3077,Game,20003,,,,,"Drones (UAV)",200079,"Generating, Projecting","2000666, 2000761"
"Mass Effect: Andromeda (Alien mimics hologram of human)",3077,Game,20003,Aliens,770,,,,,"Watching, Mimicking","2000350, 2000471"
"Mass Effect: Andromeda (Virtual intelligence hologram assistant)",3076,Game,20003,,,,,"AI (General Purpose Artificial Intelligence), Holograms","2000152, 20001339","Informing, Welcoming, Assisting","2000449, 20002038, 2000523"
"Mass Effect: Andromeda (Virtual intelligence hologram assistant)",3076,Game,20003,Avina,3229,,,,,"Informing, Welcoming, Assisting","2000449, 20002038, 2000523"
"Mass Effect: Andromeda (Virtual intelligence hologram assistant)",3076,Game,20003,"Sara/Scott Ryder",3074,,,,,"Informed, Communicating, Welcomed","20001359, 2000514, 20001761"
"Mass Effect: Andromeda (Omni-tool scanner)",3075,Game,20003,"Sara/Scott Ryder",3074,,,,,"Examining, Exploring, Informed","20001495, 2000580, 20001359"
"Mass Effect: Andromeda (Omni-tool scanner)",3075,Game,20003,,,,,"AI (General Purpose Artificial Intelligence), Body scans, Object recognition","2000152, 200090, 200015","Diagnosing, Repairing, Scanning, Informing","2000517, 20001955, 2000377, 2000449"
"Tom Clancy's Rainbow Six Siege (Killing using cardiac sensor)",3072,Game,20003,"Jack ""Pulse"" Estrada",3073,,,,,"Finding, Killing, Hunting","2000584, 2000344, 2000712"
"Tom Clancy's Rainbow Six Siege (Killing using cardiac sensor)",3072,Game,20003,,,,,"Body scans",200090,"Scanning, Visualising, Locating","2000377, 20001273, 2000343"
"Tom Clancy's Rainbow Six Siege (Near-invisible from cameras)",3069,Game,20003,"Nøkk, Chul Kyung ""Vigil"" Hwa","3070, 3071",,,,,"Cloaked, Evading, Hunting, Sneaking, Blinding","20001483, 2000438, 2000712, 2000611, 20002037"
"Tom Clancy's Rainbow Six Siege (Near-invisible from cameras)",3069,Game,20003,,,,,"Surveillance cameras, UGV","200080, 2000947","Evaded, Blinded, Scanned","2000932, 20001169, 2000658"
"Neuro Mirror (Past, Present, Future)",3068,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Posing, Mimicking, Captured, Mirroring","2000708, 2000471, 20001039, 20001184"
"Neuro Mirror (Past, Present, Future)",3068,"Art, Installation art","20002, 2000138",,,Image,2000335,,,"Distorted, Generated, Displayed","20001139, 2000894, 2000888"
"Neuro Mirror (Past, Present, Future)",3068,"Art, Installation art","20002, 2000138",,,,,"Camera, Facial recognition","2000206, 20007","Capturing, Detecting, Aligning","2000572, 2000941, 20002036"
"Neuro Mirror (Past, Present, Future)",3068,"Art, Installation art","20002, 2000138",,,,,"Image generation, Machine learning","200073, 200012","Predicting, Distorting, Mirroring","2000395, 2000463, 20001184"
"République (Hacking into houses to find contraband)",3063,Game,20003,Hope,399,,,,,"Hacking, Searching, Doubting, Plotting","2000409, 2000615, 20001074, 2000373"
"République (Hacking into houses to find contraband)",3063,Game,20003,Mattie,3064,,,,,"Explaining, Doubted, Plotting","20001277, 20001933, 2000373"
"République (Hacking into houses to find contraband)",3063,Game,20003,,,Corporation,2000332,,,"Hacked, Framed","2000407, 20002035"
"République (Hacking into houses to find contraband)",3063,Game,20003,,,,,"Camera, Cameraphone, Webcams","2000206, 2000154, 2000153",Hacked,2000407
"République (Finding fingerprint to unlock door)",3062,Game,20003,,,User,2000381,,,"Trusted, Guiding, Scouting, Accessing","20001832, 2000442, 2000597, 20001003"
"République (Finding fingerprint to unlock door)",3062,Game,20003,,,,,Biometrics,20009,"Scanning, Approving","2000377, 20001054"
"République (Finding fingerprint to unlock door)",3062,Game,20003,,,,,"Surveillance cameras",200080,"Repurposed, Streaming","20001374, 2000565"
"République (Finding fingerprint to unlock door)",3062,Game,20003,Hope,399,,,,,"Trusting, Surveilled, Guided, Accessing","2000595, 2000981, 20001127, 20001003"
"Tom Clancy's Rainbow Six Siege (Footprint scanner and identification)",3058,Game,20003,"Ryad Ramírez ""Jackal"" Al-Hassar",3059,,,,,"Tracking, Scanning, Hunting","2000498, 2000377, 2000712"
"Tom Clancy's Rainbow Six Siege (Footprint scanner and identification)",3058,Game,20003,,,,,Biometrics,20009,"Scanning, Identifying, Fading","2000377, 2000354, 20001592"
"SelfieCity (SelfieSaoPaulo)",3057,Art,20002,,,Image,2000335,,,"Projected, Labeled","20001451, 20001437"
"SelfieCity (SelfieSaoPaulo)",3057,Art,20002,"Sao Paulo citizens",3056,,,,,"Classified, Showed, Compared","20001293, 20001613, 20001375"
"SelfieCity (SelfieSaoPaulo)",3057,Art,20002,,,"Humans in general",2000356,,,"Watching, Comparing","2000350, 2000566"
"SelfieCity (SelfieSaoPaulo)",3057,Art,20002,,,,,"Facial recognition",20007,"Classifying, Labeling","2000759, 20001014"
"SelfieCity (SelfieSaoPaulo)",3057,Art,20002,"Mechanical Turk Workers (selfiecity)",3053,,,,,"Classifying, Labeling","2000759, 20001014"
"SelfieCity (The Selfiexploratory)",3052,Art,20002,,,,,"Emotion recognition, Facial recognition","200091, 20007","Classifying, Sorting, Labeling","2000759, 20001732, 20001014"
"SelfieCity (The Selfiexploratory)",3052,Art,20002,,,Image,2000335,,,"Collected, Sorted","20001099, 20002031"
"SelfieCity (The Selfiexploratory)",3052,Art,20002,,,"Humans in general",2000356,,,Classified,20001293
"SelfieCity (The Selfiexploratory)",3052,Art,20002,,,Creator,2000334,,,"Classifying, Checking, Collecting, Categorising","2000759, 2000493, 2000728, 2000969"
"SelfieCity (The Selfiexploratory)",3052,Art,20002,"Mechanical Turk Workers (selfiecity)",3053,,,,,"Classifying, Selecting, Labeling","2000759, 2000571, 20001014"
"SelfieCity (The Selfiexploratory)",3052,Art,20002,,,User,2000381,,,"Exploring, Filtering, Interpreting","2000580, 2000692, 2000352"
"Tom Clancy's Rainbow Six Siege (Thermal vision)",3054,Game,20003,"Timur ""Glaz"" Glazkov",3055,,,,,"Hunting, Attacking, Sniping","2000712, 2000928, 20002032"
"Tom Clancy's Rainbow Six Siege (Thermal vision)",3054,Game,20003,,,,,"Non-Visible Spectrum",2000207,"Highlighting, Revealing","2000697, 2000368"
"Borderlands 3 (Digi-Clone distracts, damages and teleports)",3046,Game,20003,Zane,2927,,,,,"Fighting, Copied","2000386, 2000702"
"Borderlands 3 (Digi-Clone distracts, damages and teleports)",3046,Game,20003,,,,,Holograms,20001339,"Distracting, Fighting, Copying","20001565, 2000386, 2000700"
"Demonstrate (controlling a robotic webcamera)",3044,"Art, Online art","20002, 2000159",,,User,2000381,,,"Observing, Controlling, Photographing, Commenting, Archiving","20001032, 2000402, 20001058, 2000711, 20002030"
"Demonstrate (controlling a robotic webcamera)",3044,"Art, Online art","20002, 2000159",,,,,Webcams,2000153,"Controlled, Capturing, Recording, Transmitting","2000543, 2000572, 2000403, 2000594"
"Demonstrate (controlling a robotic webcamera)",3044,"Art, Online art","20002, 2000159",,,"Humans in general",2000356,,,"Observed, Analysed, Described","20001034, 2000880, 20001228"
"Values Of Values (visualising human values with brainvaves)",3041,"Art, Installation art","20002, 2000138",,,,,"Body scans",200090,"Monitoring, Measuring, Visualising","2000524, 2000701, 20001273"
"Values Of Values (visualising human values with brainvaves)",3041,"Art, Installation art","20002, 2000138",,,Image,2000335,,,"Created, Exchanged, Monetized","20001327, 20001694, 20002029"
"Values Of Values (visualising human values with brainvaves)",3041,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Monitored, Measured, Mediating, Thinking, Shaping, Creating, Bartering","2000685, 20001079, 20001362, 20001529, 2000770, 2000457, 20002028"
"So.So.So. (Somebody, Somewhere, Sometime)(Traversing through spherical panoramas)",3040,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Traversing, Exploring, Choosing, Observing","20002026, 2000580, 20001011, 20001032"
"So.So.So. (Somebody, Somewhere, Sometime)(Traversing through spherical panoramas)",3040,"Art, Installation art","20002, 2000138",,,,,"Virtual reality",2000147,"Displaying, Traversed","2000398, 20001884"
